U+1F600,900,1058,659
U+1F988,262,426,386,475
U+1F419,328,386,475
U+1F41A,596,1191,386,475
U+1F980,1238,567,207,386,475
U+1F990,388,84,694,1151,386,475
U+1F991,388,917,280,386,475
U+1F40C,956,386
U+1F490,503,441
U+1F338,527,1021,441
U+1F4AE,538,441
U+1F3F5,303,364
U+1F339,824,441
U+1F940,627,441
U+1F33A,766,441
U+1F33B,116,441,1018
U+1F33C,527,441
U+1F337,393,441
U+1F331,32,894
U+1F332,1287,571
U+1F333,223,571,746
U+1F334,571,1098
U+1F335,303,104
U+1F33E,1221,829,709,821
U+1F33F,138,1109
U+2618,921,303
U+1F340,66,341,1109
U+1F341,725,1109,518
U+1F342,1109,725,494
U+1F343,1015,27,1109,320,663
U+1F347,966,148,472
U+1F348,39,966
U+1F349,966,720
U+1F34A,379,966,219
U+1F34B,940,966,971
U+1F34C,966,540
U+1F34D,966,664
U+1F34E,966,179,456
U+1F34F,966,336,179
U+1F350,966,1131
U+1F351,966,982
U+1F352,1021,1027,966
U+1F353,1234,966,822
U+1F95D,542,388,966
U+1F345,323,945,966
U+1F951,388,966,371
U+1F346,945,1039,823
U+1F954,388,945,1229
U+1F955,388,945,273
U+1F33D,463,1132,1221,1198
U+1F336,293,1125
U+1F952,388,256,945,967
U+1F344,297,876
U+1F95C,388,380,751,945,28
U+1F330,213,303
U+1F35E,830,402
U+1F950,388,579,141,101,1284,402
U+1F956,388,1263,141,402
U+1F95E,137,388,827,1168,146
U+1F9C0,497,987
U+1F356,404,419
U+1F357,978,486,419,136
U+1F953,388,94,404
U+1F354,98,264
U+1F35F,1230,141
U+1F355,497,1108,417
U+1F32D,293,994,111,658,102
U+1F32E,347,315
U+1F32F,1175,347,981
U+1F959,1162,560,388,655,536,1102
U+1F95A,388,343
U+1F373,722,674,343,950
U+1F958,388,628,233,950,740
U+1F372,388,836,1137
U+1F957,388,336,240
U+1F37F,170
U+1F371,873,916
U+1F358,709,899
U+1F359,709,806,954
U+1F35A,1185,709
U+1F35B,709,134
U+1F35C,287,368,980,935
U+1F35D,1139,612
U+1F360,835,1229,1009
U+1F362,1045,473,802,1327,560
U+1F363,743
U+1F364,1239,428,448,1151
U+1F365,1237,1281,426,598
U+1F361,51,806,1327,835,473,192
U+1F366,51,1115,780,835,1079,1261
U+1F367,51,777,1115,835
U+1F368,51,835,1115,1261
U+1F369,51,1054,835,247
U+1F36A,51,471,835
U+1F382,51,487,598,835,1237,151
U+1F370,1108,51,598,835,1237,828
U+1F967,1251
U+1F36B,51,835,729,1303
U+1F36C,51,1099,835
U+1F36D,51,203,1099,835
U+1F36E,51,835,903,1181
U+1F36F,271,835,836,172
U+1F37C,228,960,20,990
U+1F95B,222,960,20
U+2615,384,287,93,960,293,1321
U+1F375,276,817,93,960,779,989,1321
U+1F376,729,817,197,960,1321,990
U+1F37E,960,729,440,990,1134
U+1F377,222,1321,729,960,345
U+1F378,222,960,729,305
U+1F379,1051,960,729
U+1F37A,864,960,729,781
U+1F37B,729,693,960,781,864,1269,298
U+1F942,960,222,1269,298,376,420
U+1F943,222,1218,16,944,42
U+1F964,182,594,489,817
U+1F962,45,337
U+1F37D,1201,711,674,1123
U+1F374,1201,674,1123
U+1F944,56,409
U+1F52A,113,550,674,984,1123,809
U+1F3FA,674,1205,294,550,1023,1238,984,960
U+1F30D,193,165,1199,750,1147,686,1061
U+1F30E,686,1199,1061,1147,311
U+1F30F,194,1199,507,1194,1147,686,1061
U+1F310,686,1199,534,1147
U+1F5FA,1147,302
U+1F5FE,302,1155
U+1F3D4,605,764,614,759
U+26F0,605
U+1F30B,415,635,605
U+1F5FB,979,605,897
U+1F3D5,771
U+1F3D6,103,299
U+1F3DC,1305
U+1F3DD,1149,1305
U+1F3DE,77,552
U+1F3DF,866
U+1F3DB,1202,1088
U+1F3D7,1202,1216
U+1F3D8,468
U+1F3D9,970,521
U+1F3DA,425,381
U+1F3E0,425,1312
U+1F3E1,425,281,1312
U+1F3E2,1202,349
U+1F3E3,1141,806,349
U+1F3E4,1141,349,690
U+1F3E5,453,1159,932
U+1F3E6,1202,19
U+1F3E8,1202,551
U+1F3E9,551,178
U+1F3EA,79,541
U+1F3EB,1202,392
U+1F3EC,1047,541
U+1F3ED,1202,447
U+1F3EF,492,806
U+1F3F0,492,690
U+1F492,939,382,721
U+1F5FC,1078,877
U+1F5FD,501,429,523,120
U+26EA,26,608,353,847
U+1F54C,26,698,31,1197
U+1F54D,611,26,930,1014,1122
U+26E9,26,1277,383
U+1F54B,1197,26,698,586
U+26F2,1119
U+26FA,771,742
U+1F301,886,865
U+1F303,1291,1196,1076
U+1F304,684,605,116,976,437
U+1F305,116,976,437
U+1F306,521,385,446,116,662,970,1120
U+1F307,116,662,446
U+1F309,583,1076
U+2668,287,849,293,1073
U+1F30C,444,546,169
U+1F3A0,522,958
U+1F3A1,952,526,552,1306
U+1F3A2,552,998,1306,808
U+1F488,843,351,491
U+1F3AA,1249,742
U+1F3AD,855,748,630,1085,1316,558
U+1F5BC,1288,748,188,1083,668,1188
U+1F3A8,668,768,748,1188,731
U+1F3B0,691,362,1048
U+1F682,872,975,224,86,744
U+1F683,1106,1072,241,224,814,975
U+1F684,1242,975,224,1012,13
U+1F685,1242,1310,13,224,1124,975,1012
U+1F686,975,224
U+1F687,646,893
U+1F688,754,975,825
U+1F689,224,975,831
U+1F68A,1072,814
U+1F69D,616,208
U+1F69E,605,975,241
U+1F68B,1072,241,814
U+1F68C,1207,208
U+1F68D,1207,1065
U+1F68E,1072,814,21,1207
U+1F690,1207,564
U+1F691,208,3
U+1F692,878,872,621
U+1F693,241,191,363
U+1F694,241,1065,363
U+1F695,995,208
U+1F696,995,1065
U+1F697,528,241
U+1F698,528,1065,241
U+1F699,208,762,370,455
U+1F69A,650,621
U+1F69B,1060,621,211,1063
U+1F69C,582,208
U+1F6B2,36,90
U+1F6F4,697,59
U+1F6F5,697,1087
U+1F68F,1207,715,145
U+1F6E3,310,1160,1143
U+1F6E4,632,975,224
U+26FD,707,699,831,1293,570
U+1F6A8,241,143,363,454,754
U+1F6A5,754,318,1049,1080
U+1F6A6,754,1080,1049,795
U+1F6A7,1216,462
U+2693,1258,550,163
U+26F5,854,162,584,852,858
U+1F6F6,852,914
U+1F6A4,286,852
U+1F6F3,833,1258
U+26F4,254,852,833
U+1F6E5,431,852,1087
U+1F6A2,833,1258,852
U+2708,277,904
U+1F6E9,84,277,904
U+1F6EB,277,412,37,904,174
U+1F6EC,791,1211,517,904,398,277
U+1F4BA,554,755
U+1F681,869,208
U+1F69F,1104,975
U+1F6A0,496,605,70,859
U+1F6A1,241,1244,70,314,859
U+1F6F0,953,444
U+1F680,1000,444
U+1F6CE,551,757,1241
U+1F6AA,216
U+1F6CF,551,12,572
U+1F6CB,372,551,1011
U+1F6BD,689
U+1F6BF,573,142
U+1F6C1,907,1169
U+231B,258,483,765
U+231A,307,114
U+23F0,1254,114
U+1F31A,127,659,18
U+1F31E,116,682,659
U+2B50,538,1204,1291
U+2601,1172,959
U+26C5,116,547,959
U+26C8,643,963,959,1070
U+1F324,84,116,547,959
U+1F325,78,116,547,959
U+1F326,116,547,959,963
U+1F327,963,959
U+1F328,764,614,959
U+1F329,959,1070
U+1F32A,144,959,161
U+1F32B,865,959
U+1F32C,1015,959,663,659
U+1F300,118,539,923,556
U+1F308,110,963
U+1F302,279,103,963,784
U+2602,279,103,963
U+2614,279,408,155,103,963
U+26F1,116,103,963,129
U+26A1,1106,121,126,1070,236,1008,452
U+2744,764,623,614
U+2603,672,764,614
U+26C4,672,764,989,614
U+2604,839,444
U+1F525,878,550,786
U+1F4A7,1308,764,408,515,1153
U+1F30A,142,986,54
U+1F383,269,1157,244,57,151
U+1F384,571,291,151
U+1F386,1209,151
U+1F387,316,450,1209,151
U+2728,317,1291,450
U+1F388,933,151
U+1F389,946,225,1178,151
U+1F38A,354,954,151
U+1F38B,568,724,571,806,151
U+1F38D,922,1142,806,290,151
U+1F38E,485,151,391,806,340
U+1F38F,465,274,151
U+1F390,435,151,663,1241
U+1F391,282,482,151,18
U+1F380,107,151
U+1F381,553,873,889,1062,151
U+1F397,947,107,151
U+1F39F,65,283,62
U+1F3AB,62,283
U+1F396,171,1100,151
U+1F3C6,1144,69
U+1F3C5,1100,1177
U+1F947,1100,495,289,25,600
U+1F948,289,99,1100,898,400
U+1F949,449,1100,289,327,633
U+26BD,1295,892,954
U+26BE,954,861
U+1F3C0,505,470,954
U+1F3D0,1048,954,332
U+1F3C8,1314,1295,954
U+1F3C9,1295,812,954
U+1F3BE,1182,259,954
U+1F3B1,432,954,1282,1048,1195
U+1F3B3,1048,954,1133
U+1F3CF,284,1203,954,1048
U+1F3D1,1276,1048,954,212,1327
U+1F3D2,1048,506,212,1115,1327
U+1F3D3,284,954,259,288,1192,1048,1101,845
U+1F3F8,1182,1048,983,883,480
U+1F94A,346,1041
U+1F94B,888,855,238,688,767,1095
U+1F945,641,329
U+1F3AF,195,566,95,973,1048,1286,885,1262
U+26F3,1317,675,229
U+26F8,11,1115
U+1F3A3,843,1067,426
U+1F3BD,965,931,438,1325
U+1F3BF,5,896,614
U+1F3AE,1048,100,882
U+1F3B2,73,1048,164
U+1F4E2,942,1074
U+1F514,1241
U+1F3BC,782,206,993
U+1F3B5,617,206,993
U+1F3B6,617,74,206,993
U+1F399,206,606,1309,613
U+1F39A,653,206,71
U+1F39B,260,622,206
U+1F3A4,606,232,613
U+1F3A7,712,626
U+1F4FB,100,910
U+1F3B7,1026,902,81,206
U+1F3B8,801,1026,206
U+1F3B9,1026,708,206,993,752
U+1F3BA,1026,850,206
U+1F3BB,924,206,1026
U+1F941,769,1059,206
U+1F4F1,654,1094,122,919
U+1F4F2,654,919,122,1094,366,413,160
U+260E,1094,919
U+1F4DE,1094,919,1
U+1F4DF,951
U+1F4E0,362,47
U+1F50B,834
U+1F50C,214,126,1106
U+1F4BB,367,863,1004,576
U+1F5A5,576,1025
U+1F5A8,1097,576
U+2328,576,752
U+1F5B1,576,926
U+1F5B2,576,75
U+1F4BD,112,7,576,555
U+1F4BE,618,112,576
U+1F4BF,112,555,576,1055
U+1F4C0,112,1313,555,576,1236
U+1F3A5,774,205,1246
U+1F39E,1252,774,1260,1246
U+1F4FD,774,100,530,1260,1246
U+1F3AC,350,774,871
U+1F4FA,867,716,100
U+1F4F7,205,100
U+1F4F8,30,205,100
U+1F4F9,205,100
U+1F4FC,704,100,647,1232
U+1F50D,222,154,550,531,718
U+1F50E,222,154,1243,550,531
U+1F52C,83,738,550
U+1F52D,83,550,770
U+1F4E1,15,953,167
U+1F56F,115,754
U+1F4A1,1212,754,515,1106,561
U+1F526,792,754,550,427,1106
U+1F3EE,754,1135,729,456,1157
U+1F4D4,175,1179,592,657,1038
U+1F4D5,1038,784
U+1F4D6,1038,516
U+1F4D7,1038,336
U+1F4D8,109,1038
U+1F4D9,379,1038
U+1F4DA,433,1038
U+1F4D3,592
U+1F4D2,592,1301
U+1F4C3,927,948,985
U+1F4DC,1135,1318
U+1F4C4,1107,948,985
U+1F4F0,905,805,1135
U+1F5DE,905,532,1135,796,805
U+1F4D1,681,587,190,410
U+1F516,681,410
U+1F3F7,778
U+1F4B0,1003,6,377,737
U+1F4B4,365,1167,1003,89,617,272,19
U+1F4B5,365,1003,89,6,617,272,19
U+1F4B6,365,1003,89,617,272,19,977
U+1F4B7,912,365,1003,89,617,272,19
U+1F4B8,235,365,1003,89,6,617,1057,19
U+1F4B3,1044,19,477,1003
U+1F4B9,1167,92,758,52,636,272,1235,1136,1003,728,19,1138
U+1F4B1,272,1003,19,776
U+1F4B2,761,272,1003,6,96
U+2709,387,789,640
U+1F4E7,735,789,640,275
U+1F4E8,156,160,387,735,640,275,789
U+1F4E9,133,413,387,735,640,275,789,44
U+1F4E4,873,640,275,1140,418,44
U+1F4E5,873,160,1173,640,275,418
U+1F4E6,873,1105,308
U+1F4EB,1164,775,1283,1317,784,275
U+1F4EA,775,1283,1317,661,784,275
U+1F4EC,1164,775,1283,1317,275,516
U+1F4ED,775,1283,1317,661,275,516
U+1F4EE,275,775,1283
U+1F5F3,873,411
U+270F,135
U+2712,442,1118,209
U+1F58B,1118,1119
U+1F58A,1118,498
U+1F58C,668,624
U+1F58D,1090
U+1F4DD,135,1064
U+1F4BC,304
U+1F4C1,660,1256
U+1F4C2,660,516,1256
U+1F5C2,996,267,477
U+1F4C5,557,601
U+1F4C6,649,601
U+1F5D2,617,1113,857,1191
U+1F5D3,601,1113,1191
U+1F4C7,996,884,477
U+1F4C8,92,758,636,1235,728,1138
U+1F4C9,92,758,636,545
U+1F4CA,758,729,636
U+1F4CB,124
U+1F4CC,1245,1292
U+1F4CD,1245,484,1292
U+1F4CE,373
U+1F587,373,1217,915,962
U+1F4CF,1042,741,619
U+1F4D0,1042,747,604,637
U+2702,679,550,22
U+1F5C3,873,1256,477
U+1F5C4,837,1256,459
U+1F5D1,490
U+1F512,61,784
U+1F513,266,1231,516,1110
U+1F50F,61,481,442,266,1118,783
U+1F510,266,61,784,804,23
U+1F511,266,1320,804
U+1F5DD,266,1086,804,955
U+1F528,550,763
U+26CF,591,550,502
U+2692,550,763,502
U+1F6E0,1007,550,763,1180
U+1F5E1,984,1166,1123
U+2694,934,984,250
U+1F52B,984,430,1214,665,33,550
U+1F3F9,1206,1297,550,925,249,413,1238,984
U+1F6E1,984,348
U+1F527,1007,550,1180
U+1F529,751,550,533
U+2699,550,603
U+1F5DC,706,550,787,186
U+2697,550,992,508
U+2696,1298,424,181,696,550,80,1238,840
U+1F517,1217
U+26D3,1121,2
U+1F489,16,932,550,242,453,1219,53
U+1F48A,453,1034,1219,932
U+1F6AC,638,730
U+26B0,1016,257
U+26B1,132,139,1016,474
U+1F5FF,798,501,525,659
U+1F6E2,644,1059
U+1F52E,954,204,510,550,334,753,416
U+1F6D2,21,874,467
U+1F3E7,263,200,96,19,35,648
U+1F6AE,911,1096,96
U+1F6B0,142,760,360
U+267F,692,581,1294
U+1F6B9,794,239,710,1068,701,322,988
U+1F6BA,48,794,239,710,1068,504,988
U+1F6BB,1068,173,710
U+1F6BC,228,513,1294
U+1F6BE,142,1068,794,652,710
U+1F6C2,260,68
U+1F6C3,309
U+1F6C4,479,184
U+1F6C5,479,248,159,913
U+1F6D0,26,289,860
U+269B,1193,1294,166
U+1F549,1031,220,26
U+2721,611,26,1291,1014,149
U+2638,952,703,880,26
U+262F,26,422,1290,278,108
U+271D,26,218,608,353
U+2626,26,608,353,390
U+262A,26,698,1291,101,1197
U+262E,1294,1271
U+1F54E,26,237,355,245
U+1F52F,714,204,1291,943
